î[ïiî‘çÜ,å_ñÒî‘çÜ,î[ïiì˙,ã@äÌå^î‘
DLV-00145938,CTR-41973-A1-00555,2014-12-31,MCN000001
DLV-00145939,CTR-41973-A1-00555,2014-12-31,MCN000009
DLV-00145940,CTR-41973-A1-00593,2014-12-31,MCN000009
DLV-00145941,CTR-41973-A1-00593,2014-12-31,MCN000009
DLV-00145942,CTR-41973-A1-00630,2014-12-31,MCN000009
DLV-00145943,CTR-41973-A1-00630,2014-12-31,MCN000014
DLV-00145944,CTR-41973-A1-00714,2014-12-31,MCN000001
DLV-00145945,CTR-41973-A1-00732,2014-12-31,MCN000014
DLV-00145946,CTR-41973-A1-00780,2014-12-31,MCN000014
DLV-00145947,CTR-41973-A1-00780,2014-12-31,MCN000001
DLV-00145948,CTR-41973-A1-00780,2014-12-31,MCN000014
DLV-00145949,CTR-41973-A1-00780,2014-12-31,MCN000014
DLV-00145950,CTR-41973-A1-00780,2014-12-31,MCN000001
DLV-00145951,CTR-41973-A1-00810,2014-12-31,MCN000001
DLV-00145952,CTR-41973-A1-00810,2014-12-31,MCN000014
DLV-00145953,CTR-41973-A1-00810,2014-12-31,MCN000001
DLV-00145954,CTR-41973-A1-00980,2014-12-31,MCN000001
DLV-00145955,CTR-41973-A1-00980,2014-12-31,MCN000009
DLV-00145956,CTR-41973-A1-00989,2014-12-31,MCN000001
DLV-00145957,CTR-41973-A1-01097,2014-12-31,MCN000014
DLV-00145958,CTR-41973-A1-01097,2014-12-31,MCN000014
DLV-00145959,CTR-41973-A1-01101,2014-12-31,MCN000014
DLV-00145960,CTR-41973-A1-01101,2014-12-31,MCN000001
DLV-00145961,CTR-41973-A1-01101,2014-12-31,MCN000014
DLV-00145962,CTR-41973-A1-01101,2014-12-31,MCN000014
DLV-00145963,CTR-41973-A1-01115,2014-12-31,MCN000014
DLV-00145964,CTR-41973-A1-01134,2014-12-31,MCN000014
DLV-00145965,CTR-41973-A1-01134,2014-12-31,MCN000001
DLV-00145966,CTR-41973-A1-01134,2014-12-31,MCN000001
DLV-00145967,CTR-41973-A11-00154,2014-12-31,MCN000001
DLV-00145968,CTR-41973-A11-00410,2014-12-31,MCN000009
DLV-00145969,CTR-41973-A11-00512,2014-12-31,MCN000014
DLV-00145970,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145971,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145972,CTR-41973-A11-00537,2014-12-31,MCN000014
DLV-00145973,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145974,CTR-41973-A11-00537,2014-12-31,MCN000014
DLV-00145975,CTR-41973-A11-00537,2014-12-31,MCN000009
DLV-00145976,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145977,CTR-41973-A11-00537,2014-12-31,MCN000014
DLV-00145978,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145979,CTR-41973-A11-00537,2014-12-31,MCN000001
DLV-00145980,CTR-41973-A11-00863,2014-12-31,MCN000001
DLV-00145981,CTR-41973-A12-00535,2014-12-31,MCN000014
DLV-00145982,CTR-41973-A12-00578,2014-12-31,MCN000014
DLV-00145983,CTR-41973-A12-00578,2014-12-31,MCN000001
DLV-00145984,CTR-41973-A12-00790,2014-12-31,MCN000001
DLV-00145985,CTR-41973-A12-00875,2014-12-31,MCN000014
DLV-00145986,CTR-41973-A12-00875,2014-12-31,MCN000001
DLV-00145987,CTR-41973-A12-00875,2014-12-31,MCN000001
DLV-00145988,CTR-41973-A12-00875,2014-12-31,MCN000014
DLV-00145989,CTR-41973-A13-00132,2014-12-31,MCN000014
DLV-00145990,CTR-41973-A13-00132,2014-12-31,MCN000009
DLV-00145991,CTR-41973-A13-00132,2014-12-31,MCN000014
DLV-00145992,CTR-41973-A13-00302,2014-12-31,MCN000014
DLV-00145993,CTR-41973-A13-00302,2014-12-31,MCN000001
DLV-00145994,CTR-41973-A13-00302,2014-12-31,MCN000014
DLV-00145995,CTR-41973-A13-00790,2014-12-31,MCN000014
DLV-00145996,CTR-41973-A13-00790,2014-12-31,MCN000009
DLV-00145997,CTR-41973-A14-00335,2014-12-31,MCN000014
DLV-00145998,CTR-41973-A14-00551,2014-12-31,MCN000009
DLV-00145999,CTR-41973-A14-00551,2014-12-31,MCN000009
DLV-00146000,CTR-41973-A14-00551,2014-12-31,MCN000014
DLV-00146001,CTR-41973-A14-00578,2014-12-31,MCN000014
DLV-00146002,CTR-41973-A15-00335,2014-12-31,MCN000014
DLV-00146003,CTR-41973-A15-00335,2014-12-31,MCN000014
DLV-00146004,CTR-41973-A16-00551,2014-12-31,MCN000001
DLV-00146005,CTR-41973-A16-00551,2014-12-31,MCN000001
DLV-00146006,CTR-41973-A16-00551,2014-12-31,MCN000001
DLV-00146007,CTR-41973-A16-00551,2014-12-31,MCN000009
DLV-00146008,CTR-41973-A16-00551,2014-12-31,MCN000001
DLV-00146009,CTR-41973-A16-00551,2014-12-31,MCN000014
DLV-00146010,CTR-41973-A16-00664,2014-12-31,MCN000009
DLV-00146011,CTR-41973-A17-00302,2014-12-31,MCN000014
DLV-00146012,CTR-41973-A19-00195,2014-12-31,MCN000009
DLV-00146013,CTR-41973-A19-00195,2014-12-31,MCN000014
DLV-00146014,CTR-41973-A19-00410,2014-12-31,MCN000014
DLV-00146015,CTR-41973-A2-00083,2014-12-31,MCN000009
DLV-00146016,CTR-41973-A2-00104,2014-12-31,MCN000001
DLV-00146017,CTR-41973-A2-00104,2014-12-31,MCN000001
DLV-00146018,CTR-41973-A2-00104,2014-12-31,MCN000001
DLV-00146019,CTR-41973-A2-00104,2014-12-31,MCN000009
DLV-00146020,CTR-41973-A2-00130,2014-12-31,MCN000001
DLV-00146021,CTR-41973-A2-00135,2014-12-31,MCN000014
DLV-00146022,CTR-41973-A2-00135,2014-12-31,MCN000009
DLV-00146023,CTR-41973-A2-00135,2014-12-31,MCN000009
DLV-00146024,CTR-41973-A2-00135,2014-12-31,MCN000014
DLV-00146025,CTR-41973-A2-00143,2014-12-31,MCN000009
DLV-00146026,CTR-41973-A2-00143,2014-12-31,MCN000001
DLV-00146027,CTR-41973-A2-00143,2014-12-31,MCN000009
DLV-00146028,CTR-41973-A2-00143,2014-12-31,MCN000014
DLV-00146029,CTR-41973-A2-00143,2014-12-31,MCN000001
DLV-00146030,CTR-41973-A2-00143,2014-12-31,MCN000014
DLV-00146031,CTR-41973-A2-00197,2014-12-31,MCN000014
DLV-00146032,CTR-41973-A2-00287,2014-12-31,MCN000014
DLV-00146033,CTR-41973-A2-00287,2014-12-31,MCN000009
DLV-00146034,CTR-41973-A2-00384,2014-12-31,MCN000014
DLV-00146035,CTR-41973-A2-00384,2014-12-31,MCN000009
DLV-00146036,CTR-41973-A2-00407,2014-12-31,MCN000001
DLV-00146037,CTR-41973-A2-00512,2014-12-31,MCN000009
DLV-00146038,CTR-41973-A2-00512,2014-12-31,MCN000001
DLV-00146039,CTR-41973-A2-00512,2014-12-31,MCN000014
DLV-00146040,CTR-41973-A2-00552,2014-12-31,MCN000001
DLV-00146041,CTR-41973-A2-00552,2014-12-31,MCN000009
DLV-00146042,CTR-41973-A2-00552,2014-12-31,MCN000009
DLV-00146043,CTR-41973-A2-00552,2014-12-31,MCN000001
DLV-00146044,CTR-41973-A2-00566,2014-12-31,MCN000014
DLV-00146045,CTR-41973-A2-00641,2014-12-31,MCN000014
DLV-00146046,CTR-41973-A2-00664,2014-12-31,MCN000001
DLV-00146047,CTR-41973-A2-00664,2014-12-31,MCN000001
DLV-00146048,CTR-41973-A2-00705,2014-12-31,MCN000001
DLV-00146049,CTR-41973-A2-00705,2014-12-31,MCN000001
DLV-00146050,CTR-41973-A2-00729,2014-12-31,MCN000009
DLV-00146051,CTR-41973-A2-00729,2014-12-31,MCN000014
DLV-00146052,CTR-41973-A2-00729,2014-12-31,MCN000014
DLV-00146053,CTR-41973-A2-00729,2014-12-31,MCN000001
DLV-00146054,CTR-41973-A2-00774,2014-12-31,MCN000009
DLV-00146055,CTR-41973-A2-00774,2014-12-31,MCN000014
DLV-00146056,CTR-41973-A2-00784,2014-12-31,MCN000009
DLV-00146057,CTR-41973-A2-00784,2014-12-31,MCN000014
DLV-00146058,CTR-41973-A2-00875,2014-12-31,MCN000014
DLV-00146059,CTR-41973-A2-00875,2014-12-31,MCN000009
DLV-00146060,CTR-41973-A2-00875,2014-12-31,MCN000014
DLV-00146061,CTR-41973-A2-00875,2014-12-31,MCN000014
DLV-00146062,CTR-41973-A2-00875,2014-12-31,MCN000001
DLV-00146063,CTR-41973-A2-00875,2014-12-31,MCN000014
DLV-00146064,CTR-41973-A2-00875,2014-12-31,MCN000009
DLV-00146065,CTR-41973-A2-00875,2014-12-31,MCN000014
DLV-00146066,CTR-41973-A2-00875,2014-12-31,MCN000009
DLV-00146067,CTR-41973-A2-00880,2014-12-31,MCN000001
DLV-00146068,CTR-41973-A2-00880,2014-12-31,MCN000014
DLV-00146069,CTR-41973-A3-00010,2014-12-31,MCN000009
DLV-00146070,CTR-41973-A3-00010,2014-12-31,MCN000014
DLV-00146071,CTR-41973-A3-00013,2014-12-31,MCN000009
DLV-00146072,CTR-41973-A3-00013,2014-12-31,MCN000014
DLV-00146073,CTR-41973-A3-00118,2014-12-31,MCN000009
DLV-00146074,CTR-41973-A3-00143,2014-12-31,MCN000001
DLV-00146075,CTR-41973-A3-00162,2014-12-31,MCN000014
DLV-00146076,CTR-41973-A3-00162,2014-12-31,MCN000009
DLV-00146077,CTR-41973-A3-00162,2014-12-31,MCN000014
DLV-00146078,CTR-41973-A3-00259,2014-12-31,MCN000001
DLV-00146079,CTR-41973-A3-00259,2014-12-31,MCN000001
DLV-00146080,CTR-41973-A3-00259,2014-12-31,MCN000014
DLV-00146081,CTR-41973-A3-00259,2014-12-31,MCN000009
DLV-00146082,CTR-41973-A3-00259,2014-12-31,MCN000014
DLV-00146083,CTR-41973-A3-00259,2014-12-31,MCN000009
DLV-00146084,CTR-41973-A3-00283,2014-12-31,MCN000014
DLV-00146085,CTR-41973-A3-00283,2014-12-31,MCN000009
DLV-00146086,CTR-41973-A3-00295,2014-12-31,MCN000009
DLV-00146087,CTR-41973-A3-00295,2014-12-31,MCN000001
DLV-00146088,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146089,CTR-41973-A3-00375,2014-12-31,MCN000014
DLV-00146090,CTR-41973-A3-00375,2014-12-31,MCN000001
DLV-00146091,CTR-41973-A3-00375,2014-12-31,MCN000014
DLV-00146092,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146093,CTR-41973-A3-00375,2014-12-31,MCN000014
DLV-00146094,CTR-41973-A3-00375,2014-12-31,MCN000001
DLV-00146095,CTR-41973-A3-00375,2014-12-31,MCN000014
DLV-00146096,CTR-41973-A3-00375,2014-12-31,MCN000001
DLV-00146097,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146098,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146099,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146100,CTR-41973-A3-00375,2014-12-31,MCN000009
DLV-00146101,CTR-41973-A3-00455,2014-12-31,MCN000014
DLV-00146102,CTR-41973-A3-00497,2014-12-31,MCN000014
DLV-00146103,CTR-41973-A3-00497,2014-12-31,MCN000009
DLV-00146104,CTR-41973-A3-00497,2014-12-31,MCN000014
DLV-00146105,CTR-41973-A3-00537,2014-12-31,MCN000001
DLV-00146106,CTR-41973-A3-00537,2014-12-31,MCN000001
DLV-00146107,CTR-41973-A3-00537,2014-12-31,MCN000009
DLV-00146108,CTR-41973-A3-00537,2014-12-31,MCN000014
DLV-00146109,CTR-41973-A3-00537,2014-12-31,MCN000001
DLV-00146110,CTR-41973-A3-00537,2014-12-31,MCN000009
DLV-00146111,CTR-41973-A3-00610,2014-12-31,MCN000014
DLV-00146112,CTR-41973-A3-00610,2014-12-31,MCN000009
DLV-00146113,CTR-41973-A3-00610,2014-12-31,MCN000014
DLV-00146114,CTR-41973-A3-00610,2014-12-31,MCN000009
DLV-00146115,CTR-41973-A3-00610,2014-12-31,MCN000009
DLV-00146116,CTR-41973-A3-00610,2014-12-31,MCN000009
DLV-00146117,CTR-41973-A3-00664,2014-12-31,MCN000014
DLV-00146118,CTR-41973-A3-00664,2014-12-31,MCN000009
DLV-00146119,CTR-41973-A3-00664,2014-12-31,MCN000001
DLV-00146120,CTR-41973-A3-00664,2014-12-31,MCN000001
DLV-00146121,CTR-41973-A3-00664,2014-12-31,MCN000001
DLV-00146122,CTR-41973-A3-00664,2014-12-31,MCN000001
DLV-00146123,CTR-41973-A3-00681,2014-12-31,MCN000009
DLV-00146124,CTR-41973-A3-00681,2014-12-31,MCN000014
DLV-00146125,CTR-41973-A3-00681,2014-12-31,MCN000009
DLV-00146126,CTR-41973-A3-00681,2014-12-31,MCN000001
DLV-00146127,CTR-41973-A3-00775,2014-12-31,MCN000001
DLV-00146128,CTR-41973-A3-00775,2014-12-31,MCN000009
DLV-00146129,CTR-41973-A3-00775,2014-12-31,MCN000014
DLV-00146130,CTR-41973-A3-00810,2014-12-31,MCN000014
DLV-00146131,CTR-41973-A3-00843,2014-12-31,MCN000009
DLV-00146132,CTR-41973-A3-00875,2014-12-31,MCN000009
DLV-00146133,CTR-41973-A3-00875,2014-12-31,MCN000009
DLV-00146134,CTR-41973-A3-00875,2014-12-31,MCN000009
DLV-00146135,CTR-41973-A3-00888,2014-12-31,MCN000001
DLV-00146136,CTR-41973-A3-00908,2014-12-31,MCN000001
DLV-00146137,CTR-41973-A3-00950,2014-12-31,MCN000009
DLV-00146138,CTR-41973-A3-00950,2014-12-31,MCN000009
DLV-00146139,CTR-41973-A3-00950,2014-12-31,MCN000001
DLV-00146140,CTR-41973-A3-00950,2014-12-31,MCN000014
DLV-00146141,CTR-41973-A3-00950,2014-12-31,MCN000001
DLV-00146142,CTR-41973-A3-00950,2014-12-31,MCN000001
DLV-00146143,CTR-41973-A3-01150,2014-12-31,MCN000001
DLV-00146144,CTR-41973-A4-00003,2014-12-31,MCN000014
DLV-00146145,CTR-41973-A4-00003,2014-12-31,MCN000014
DLV-00146146,CTR-41973-A4-00003,2014-12-31,MCN000009
DLV-00146147,CTR-41973-A4-00060,2014-12-31,MCN000001
DLV-00146148,CTR-41973-A4-00076,2014-12-31,MCN000009
DLV-00146149,CTR-41973-A4-00076,2014-12-31,MCN000009
DLV-00146150,CTR-41973-A4-00076,2014-12-31,MCN000001
DLV-00146151,CTR-41973-A4-00083,2014-12-31,MCN000009
DLV-00146152,CTR-41973-A4-00123,2014-12-31,MCN000001
DLV-00146153,CTR-41973-A4-00123,2014-12-31,MCN000001
DLV-00146154,CTR-41973-A4-00123,2014-12-31,MCN000001
DLV-00146155,CTR-41973-A4-00123,2014-12-31,MCN000014
DLV-00146156,CTR-41973-A4-00123,2014-12-31,MCN000009
DLV-00146157,CTR-41973-A4-00207,2014-12-31,MCN000014
DLV-00146158,CTR-41973-A4-00207,2014-12-31,MCN000014
DLV-00146159,CTR-41973-A4-00207,2014-12-31,MCN000014
DLV-00146160,CTR-41973-A4-00225,2014-12-31,MCN000009
DLV-00146161,CTR-41973-A4-00225,2014-12-31,MCN000001
DLV-00146162,CTR-41973-A4-00286,2014-12-31,MCN000001
DLV-00146163,CTR-41973-A4-00317,2014-12-31,MCN000009
DLV-00146164,CTR-41973-A4-00330,2014-12-31,MCN000009
DLV-00146165,CTR-41973-A4-00417,2014-12-31,MCN000001
DLV-00146166,CTR-41973-A4-00417,2014-12-31,MCN000001
DLV-00146167,CTR-41973-A4-00417,2014-12-31,MCN000009
DLV-00146168,CTR-41973-A4-00585,2014-12-31,MCN000014
DLV-00146169,CTR-41973-A4-00585,2014-12-31,MCN000014
DLV-00146170,CTR-41973-A4-00585,2014-12-31,MCN000009
DLV-00146171,CTR-41973-A4-00585,2014-12-31,MCN000009
DLV-00146172,CTR-41973-A4-00586,2014-12-31,MCN000001
DLV-00146173,CTR-41973-A4-00586,2014-12-31,MCN000001
DLV-00146174,CTR-41973-A4-00586,2014-12-31,MCN000009
DLV-00146175,CTR-41973-A4-00586,2014-12-31,MCN000014
DLV-00146176,CTR-41973-A4-00608,2014-12-31,MCN000014
DLV-00146177,CTR-41973-A4-00608,2014-12-31,MCN000014
DLV-00146178,CTR-41973-A4-00608,2014-12-31,MCN000001
DLV-00146179,CTR-41973-A4-00608,2014-12-31,MCN000009
DLV-00146180,CTR-41973-A4-00608,2014-12-31,MCN000009
DLV-00146181,CTR-41973-A4-00608,2014-12-31,MCN000009
DLV-00146182,CTR-41973-A4-00608,2014-12-31,MCN000009
DLV-00146183,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146184,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146185,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146186,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146187,CTR-41973-A4-00617,2014-12-31,MCN000001
DLV-00146188,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146189,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146190,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146191,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146192,CTR-41973-A4-00617,2014-12-31,MCN000001
DLV-00146193,CTR-41973-A4-00617,2014-12-31,MCN000001
DLV-00146194,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146195,CTR-41973-A4-00617,2014-12-31,MCN000001
DLV-00146196,CTR-41973-A4-00617,2014-12-31,MCN000001
DLV-00146197,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146198,CTR-41973-A4-00617,2014-12-31,MCN000009
DLV-00146199,CTR-41973-A4-00617,2014-12-31,MCN000014
DLV-00146200,CTR-41973-A4-00664,2014-12-31,MCN000001
DLV-00146201,CTR-41973-A4-00705,2014-12-31,MCN000001
DLV-00146202,CTR-41973-A4-00770,2014-12-31,MCN000014
DLV-00146203,CTR-41973-A4-00792,2014-12-31,MCN000014
DLV-00146204,CTR-41973-A4-00792,2014-12-31,MCN000014
DLV-00146205,CTR-41973-A4-00792,2014-12-31,MCN000009
DLV-00146206,CTR-41973-A4-00792,2014-12-31,MCN000009
DLV-00146207,CTR-41973-A4-00792,2014-12-31,MCN000014
DLV-00146208,CTR-41973-A4-00792,2014-12-31,MCN000014
DLV-00146209,CTR-41973-A4-00792,2014-12-31,MCN000009
DLV-00146210,CTR-41973-A4-00792,2014-12-31,MCN000001
DLV-00146211,CTR-41973-A4-00822,2014-12-31,MCN000001
DLV-00146212,CTR-41973-A4-00822,2014-12-31,MCN000009
DLV-00146213,CTR-41973-A4-00853,2014-12-31,MCN000001
DLV-00146214,CTR-41973-A4-00853,2014-12-31,MCN000001
DLV-00146215,CTR-41973-A4-00853,2014-12-31,MCN000014
DLV-00146216,CTR-41973-A4-00853,2014-12-31,MCN000014
DLV-00146217,CTR-41973-A4-00853,2014-12-31,MCN000014
DLV-00146218,CTR-41973-A4-00868,2014-12-31,MCN000014
DLV-00146219,CTR-41973-A4-00874,2014-12-31,MCN000001
DLV-00146220,CTR-41973-A4-00927,2014-12-31,MCN000009
DLV-00146221,CTR-41973-A4-00927,2014-12-31,MCN000014
DLV-00146222,CTR-41973-A4-00927,2014-12-31,MCN000001
DLV-00146223,CTR-41973-A4-00927,2014-12-31,MCN000014
DLV-00146224,CTR-41973-A4-00927,2014-12-31,MCN000001
DLV-00146225,CTR-41973-A4-00970,2014-12-31,MCN000001
DLV-00146226,CTR-41973-A4-00970,2014-12-31,MCN000001
DLV-00146227,CTR-41973-A4-00970,2014-12-31,MCN000001
DLV-00146228,CTR-41973-A4-00970,2014-12-31,MCN000009
DLV-00146229,CTR-41973-A4-00981,2014-12-31,MCN000001
DLV-00146230,CTR-41973-A4-01013,2014-12-31,MCN000001
DLV-00146231,CTR-41973-A4-01013,2014-12-31,MCN000014
DLV-00146232,CTR-41973-A4-01013,2014-12-31,MCN000001
DLV-00146233,CTR-41973-A4-01013,2014-12-31,MCN000014
DLV-00146234,CTR-41973-A4-01014,2014-12-31,MCN000014
DLV-00146235,CTR-41973-A4-01067,2014-12-31,MCN000014
DLV-00146236,CTR-41973-A4-01067,2014-12-31,MCN000014
DLV-00146237,CTR-41973-A4-01067,2014-12-31,MCN000009
DLV-00146238,CTR-41973-A4-01067,2014-12-31,MCN000009
DLV-00146239,CTR-41973-A4-01118,2014-12-31,MCN000009
DLV-00146240,CTR-41973-A4-01118,2014-12-31,MCN000001
DLV-00146241,CTR-41973-A4-01118,2014-12-31,MCN000014
DLV-00146242,CTR-41973-A4-01118,2014-12-31,MCN000014
DLV-00146243,CTR-41973-A4-01118,2014-12-31,MCN000001
DLV-00146244,CTR-41973-A4-01118,2014-12-31,MCN000001
DLV-00146245,CTR-41973-A4-01118,2014-12-31,MCN000001
DLV-00146246,CTR-41973-A4-01118,2014-12-31,MCN000014
DLV-00146247,CTR-41973-A4-01118,2014-12-31,MCN000014
DLV-00146248,CTR-41973-A4-01118,2014-12-31,MCN000014
DLV-00146249,CTR-41973-A5-00103,2014-12-31,MCN000014
DLV-00146250,CTR-41973-A5-00103,2014-12-31,MCN000001
DLV-00146251,CTR-41973-A5-00103,2014-12-31,MCN000014
DLV-00146252,CTR-41973-A5-00103,2014-12-31,MCN000001
DLV-00146253,CTR-41973-A5-00103,2014-12-31,MCN000001
DLV-00146254,CTR-41973-A5-00118,2014-12-31,MCN000001
DLV-00146255,CTR-41973-A5-00118,2014-12-31,MCN000009
DLV-00146256,CTR-41973-A5-00118,2014-12-31,MCN000001
DLV-00146257,CTR-41973-A5-00118,2014-12-31,MCN000001
DLV-00146258,CTR-41973-A5-00118,2014-12-31,MCN000014
DLV-00146259,CTR-41973-A5-00118,2014-12-31,MCN000009
DLV-00146260,CTR-41973-A5-00118,2014-12-31,MCN000009
DLV-00146261,CTR-41973-A5-00118,2014-12-31,MCN000014
DLV-00146262,CTR-41973-A5-00255,2014-12-31,MCN000014
DLV-00146263,CTR-41973-A5-00255,2014-12-31,MCN000009
DLV-00146264,CTR-41973-A5-00255,2014-12-31,MCN000009
DLV-00146265,CTR-41973-A5-00255,2014-12-31,MCN000009
DLV-00146266,CTR-41973-A5-00255,2014-12-31,MCN000001
DLV-00146267,CTR-41973-A5-00255,2014-12-31,MCN000001
DLV-00146268,CTR-41973-A5-00255,2014-12-31,MCN000001
DLV-00146269,CTR-41973-A5-00311,2014-12-31,MCN000014
DLV-00146270,CTR-41973-A5-00375,2014-12-31,MCN000014
DLV-00146271,CTR-41973-A5-00375,2014-12-31,MCN000014
DLV-00146272,CTR-41973-A5-00481,2014-12-31,MCN000014
DLV-00146273,CTR-41973-A5-00481,2014-12-31,MCN000001
DLV-00146274,CTR-41973-A5-00561,2014-12-31,MCN000001
DLV-00146275,CTR-41973-A5-00561,2014-12-31,MCN000014
DLV-00146276,CTR-41973-A5-00561,2014-12-31,MCN000014
DLV-00146277,CTR-41973-A5-00561,2014-12-31,MCN000014
DLV-00146278,CTR-41973-A5-00561,2014-12-31,MCN000014
DLV-00146279,CTR-41973-A5-00561,2014-12-31,MCN000001
DLV-00146280,CTR-41973-A5-00561,2014-12-31,MCN000014
DLV-00146281,CTR-41973-A5-00561,2014-12-31,MCN000001
DLV-00146282,CTR-41973-A5-00562,2014-12-31,MCN000001
DLV-00146283,CTR-41973-A5-00578,2014-12-31,MCN000001
DLV-00146284,CTR-41973-A5-00578,2014-12-31,MCN000009
DLV-00146285,CTR-41973-A5-00578,2014-12-31,MCN000009
DLV-00146286,CTR-41973-A5-00578,2014-12-31,MCN000001
DLV-00146287,CTR-41973-A5-00705,2014-12-31,MCN000014
DLV-00146288,CTR-41973-A5-00705,2014-12-31,MCN000014
DLV-00146289,CTR-41973-A5-00705,2014-12-31,MCN000014
DLV-00146290,CTR-41973-A5-00705,2014-12-31,MCN000009
DLV-00146291,CTR-41973-A5-00733,2014-12-31,MCN000009
DLV-00146292,CTR-41973-A5-00815,2014-12-31,MCN000014
DLV-00146293,CTR-41973-A5-00822,2014-12-31,MCN000001
DLV-00146294,CTR-41973-A5-00842,2014-12-31,MCN000014
DLV-00146295,CTR-41973-A5-00870,2014-12-31,MCN000014
DLV-00146296,CTR-41973-A5-00870,2014-12-31,MCN000014
DLV-00146297,CTR-41973-A5-00879,2014-12-31,MCN000001
DLV-00146298,CTR-41973-A5-00935,2014-12-31,MCN000009
DLV-00146299,CTR-41973-A5-00935,2014-12-31,MCN000001
DLV-00146300,CTR-41973-A5-00935,2014-12-31,MCN000014
DLV-00146301,CTR-41973-A5-00935,2014-12-31,MCN000009
DLV-00146302,CTR-41973-A5-01039,2014-12-31,MCN000001
DLV-00146303,CTR-41973-A5-01039,2014-12-31,MCN000014
DLV-00146304,CTR-41973-A5-01041,2014-12-31,MCN000014
DLV-00146305,CTR-41973-A5-01041,2014-12-31,MCN000009
DLV-00146306,CTR-41973-A5-01042,2014-12-31,MCN000001
DLV-00146307,CTR-41973-A5-01042,2014-12-31,MCN000014
DLV-00146308,CTR-41973-A5-01042,2014-12-31,MCN000009
DLV-00146309,CTR-41973-A5-01042,2014-12-31,MCN000009
DLV-00146310,CTR-41973-A5-01042,2014-12-31,MCN000001
DLV-00146311,CTR-41973-A5-01042,2014-12-31,MCN000001
DLV-00146312,CTR-41973-A5-01042,2014-12-31,MCN000014
DLV-00146313,CTR-41973-A5-01042,2014-12-31,MCN000001
DLV-00146314,CTR-41973-A5-01073,2014-12-31,MCN000014
DLV-00146315,CTR-41973-A5-01073,2014-12-31,MCN000009
DLV-00146316,CTR-41973-A5-01073,2014-12-31,MCN000009
DLV-00146317,CTR-41973-A5-01073,2014-12-31,MCN000001
DLV-00146318,CTR-41973-A5-01073,2014-12-31,MCN000009
DLV-00146319,CTR-41973-A5-01073,2014-12-31,MCN000001
DLV-00146320,CTR-41973-A5-01073,2014-12-31,MCN000009
DLV-00146321,CTR-41973-A5-01073,2014-12-31,MCN000014
DLV-00146322,CTR-41973-A5-01085,2014-12-31,MCN000001
DLV-00146323,CTR-41973-A5-01085,2014-12-31,MCN000001
DLV-00146324,CTR-41973-A6-00042,2014-12-31,MCN000014
DLV-00146325,CTR-41973-A6-00042,2014-12-31,MCN000014
DLV-00146326,CTR-41973-A6-00108,2014-12-31,MCN000009
DLV-00146327,CTR-41973-A6-00122,2014-12-31,MCN000014
DLV-00146328,CTR-41973-A6-00122,2014-12-31,MCN000009
DLV-00146329,CTR-41973-A6-00122,2014-12-31,MCN000001
DLV-00146330,CTR-41973-A6-00122,2014-12-31,MCN000014
DLV-00146331,CTR-41973-A6-00122,2014-12-31,MCN000009
DLV-00146332,CTR-41973-A6-00122,2014-12-31,MCN000001
DLV-00146333,CTR-41973-A6-00122,2014-12-31,MCN000001
DLV-00146334,CTR-41973-A6-00122,2014-12-31,MCN000009
DLV-00146335,CTR-41973-A6-00122,2014-12-31,MCN000009
DLV-00146336,CTR-41973-A6-00122,2014-12-31,MCN000009
DLV-00146337,CTR-41973-A6-00122,2014-12-31,MCN000014
DLV-00146338,CTR-41973-A6-00124,2014-12-31,MCN000009
DLV-00146339,CTR-41973-A6-00124,2014-12-31,MCN000014
DLV-00146340,CTR-41973-A6-00124,2014-12-31,MCN000009
DLV-00146341,CTR-41973-A6-00124,2014-12-31,MCN000009
DLV-00146342,CTR-41973-A6-00124,2014-12-31,MCN000009
DLV-00146343,CTR-41973-A6-00124,2014-12-31,MCN000014
DLV-00146344,CTR-41973-A6-00124,2014-12-31,MCN000014
DLV-00146345,CTR-41973-A6-00154,2014-12-31,MCN000009
DLV-00146346,CTR-41973-A6-00154,2014-12-31,MCN000014
DLV-00146347,CTR-41973-A6-00154,2014-12-31,MCN000009
