契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-42004-A5-01115	CUS01115	2014-12-31	IVC-42004-A5-01115	670000	40000
CTR-42004-A6-00063	CUS00063	2014-12-31	IVC-42004-A6-00063	490000	30000
CTR-42004-A6-00083	CUS00083	2014-12-31	IVC-42004-A6-00083	5490000	270000
CTR-42004-A6-00215	CUS00215	2014-12-31	IVC-42004-A6-00215	1370000	70000
CTR-42004-A6-00238	CUS00238	2014-12-31	IVC-42004-A6-00238	1730000	90000
CTR-42004-A6-00295	CUS00295	2014-12-31	IVC-42004-A6-00295	670000	40000
CTR-42004-A6-00400	CUS00400	2014-12-31	IVC-42004-A6-00400	540000	30000
CTR-42004-A6-00422	CUS00422	2014-12-31	IVC-42004-A6-00422	180000	10000
CTR-42004-A6-00431	CUS00431	2014-12-31	IVC-42004-A6-00431	870000	50000
CTR-42004-A6-00455	CUS00455	2014-12-31	IVC-42004-A6-00455	1150000	60000
CTR-42004-A6-00470	CUS00470	2014-12-31	IVC-42004-A6-00470	3960000	190000
CTR-42004-A6-00515	CUS00515	2014-12-31	IVC-42004-A6-00515	1350000	70000
CTR-42004-A6-00521	CUS00521	2014-12-31	IVC-42004-A6-00521	1170000	60000
CTR-42004-A6-00611	CUS00611	2014-12-31	IVC-42004-A6-00611	870000	50000
CTR-42004-A6-00780	CUS00780	2014-12-31	IVC-42004-A6-00780	1650000	80000
CTR-42004-A6-00782	CUS00782	2014-12-31	IVC-42004-A6-00782	490000	30000
CTR-42004-A6-00935	CUS00935	2014-12-31	IVC-42004-A6-00935	1350000	70000
CTR-42004-A6-00962	CUS00962	2014-12-31	IVC-42004-A6-00962	2490000	120000
CTR-42004-A6-00990	CUS00990	2014-12-31	IVC-42004-A6-00990	690000	40000
CTR-42004-A6-01041	CUS01041	2014-12-31	IVC-42004-A6-01041	690000	40000
CTR-42004-A6-01108	CUS01108	2014-12-31	IVC-42004-A6-01108	2050000	100000
CTR-42004-A7-00003	CUS00003	2014-12-31	IVC-42004-A7-00003	1350000	70000
CTR-42004-A7-00154	CUS00154	2014-12-31	IVC-42004-A7-00154	360000	20000
CTR-42004-A7-00199	CUS00199	2014-12-31	IVC-42004-A7-00199	2890000	140000
CTR-42004-A7-00253	CUS00253	2014-12-31	IVC-42004-A7-00253	490000	30000
CTR-42004-A7-00372	CUS00372	2014-12-31	IVC-42004-A7-00372	970000	50000
CTR-42004-A7-00407	CUS00407	2014-12-31	IVC-42004-A7-00407	490000	30000
CTR-42004-A7-00427	CUS00427	2014-12-31	IVC-42004-A7-00427	690000	40000
CTR-42004-A7-00455	CUS00455	2014-12-31	IVC-42004-A7-00455	1550000	80000
CTR-42004-A7-00480	CUS00480	2014-12-31	IVC-42004-A7-00480	3020000	150000
CTR-42004-A7-00657	CUS00657	2014-12-31	IVC-42004-A7-00657	1350000	70000
CTR-42004-A7-00744	CUS00744	2014-12-31	IVC-42004-A7-00744	2980000	150000
CTR-42004-A7-00888	CUS00888	2014-12-31	IVC-42004-A7-00888	1630000	80000
CTR-42004-A7-00959	CUS00959	2014-12-31	IVC-42004-A7-00959	180000	10000
CTR-42004-A7-01080	CUS01080	2014-12-31	IVC-42004-A7-01080	670000	40000
CTR-42004-A7-01091	CUS01091	2014-12-31	IVC-42004-A7-01091	490000	30000
CTR-42004-A7-01115	CUS01115	2014-12-31	IVC-42004-A7-01115	870000	50000
CTR-42004-A7-01126	CUS01126	2014-12-31	IVC-42004-A7-01126	1170000	60000
CTR-42004-A7-01148	CUS01148	2014-12-31	IVC-42004-A7-01148	2510000	120000
CTR-42004-A8-00054	CUS00054	2014-12-31	IVC-42004-A8-00054	4180000	200000
CTR-42004-A8-00060	CUS00060	2014-12-31	IVC-42004-A8-00060	490000	30000
CTR-42004-A8-00069	CUS00069	2014-12-31	IVC-42004-A8-00069	3200000	160000
CTR-42004-A8-00082	CUS00082	2014-12-31	IVC-42004-A8-00082	180000	10000
CTR-42004-A8-00238	CUS00238	2014-12-31	IVC-42004-A8-00238	690000	40000
CTR-42004-A8-00317	CUS00317	2014-12-31	IVC-42004-A8-00317	870000	50000
CTR-42004-A8-00356	CUS00356	2014-12-31	IVC-42004-A8-00356	1850000	90000
CTR-42004-A8-00442	CUS00442	2014-12-31	IVC-42004-A8-00442	670000	40000
CTR-42004-A8-00551	CUS00551	2014-12-31	IVC-42004-A8-00551	690000	40000
CTR-42004-A8-00770	CUS00770	2014-12-31	IVC-42004-A8-00770	490000	30000
CTR-42004-A8-00771	CUS00771	2014-12-31	IVC-42004-A8-00771	840000	40000
CTR-42004-A8-00851	CUS00851	2014-12-31	IVC-42004-A8-00851	1350000	70000
CTR-42004-A8-01133	CUS01133	2014-12-31	IVC-42004-A8-01133	690000	40000
CTR-42004-A9-00054	CUS00054	2014-12-31	IVC-42004-A9-00054	1710000	90000
CTR-42004-A9-00145	CUS00145	2014-12-31	IVC-42004-A9-00145	490000	30000
CTR-42004-A9-00311	CUS00311	2014-12-31	IVC-42004-A9-00311	670000	40000
CTR-42004-A9-00535	CUS00535	2014-12-31	IVC-42004-A9-00535	490000	30000
CTR-42004-A9-00538	CUS00538	2014-12-31	IVC-42004-A9-00538	1170000	60000
CTR-42004-A9-00547	CUS00547	2014-12-31	IVC-42004-A9-00547	1830000	90000
CTR-42004-A9-00630	CUS00630	2014-12-31	IVC-42004-A9-00630	1650000	80000
CTR-42004-A9-01015	CUS01015	2014-12-31	IVC-42004-A9-01015	840000	40000
CTR-42004-A9-01080	CUS01080	2014-12-31	IVC-42004-A9-01080	3880000	190000
CTR-42004-M1-00259	CUS00259	2014-12-31	IVC-42004-M1-00259	9800000	470000
CTR-42004-M1-00610	CUS00610	2014-12-31	IVC-42004-M1-00610	17430000	830000
CTR-42004-R1-00002	CUS00002	2014-12-31	IVC-42004-R1-00002	3420000	170000
CTR-42004-R1-00127	CUS00127	2014-12-31	IVC-42004-R1-00127	3040000	150000
CTR-42004-R1-00191	CUS00191	2014-12-31	IVC-42004-R1-00191	2780000	140000
CTR-42004-R1-00259	CUS00259	2014-12-31	IVC-42004-R1-00259	15160000	730000
CTR-42004-R1-00610	CUS00610	2014-12-31	IVC-42004-R1-00610	6510000	310000
CTR-42004-R1-00646	CUS00646	2014-12-31	IVC-42004-R1-00646	2780000	140000
CTR-42004-R1-00870	CUS00870	2014-12-31	IVC-42004-R1-00870	4040000	200000
CTR-42004-R1-00874	CUS00874	2014-12-31	IVC-42004-R1-00874	4080000	200000
CTR-42004-R1-00883	CUS00883	2014-12-31	IVC-42004-R1-00883	17730000	850000
CTR-42004-R1-01148	CUS01148	2014-12-31	IVC-42004-R1-01148	14230000	680000
CTR-42004-R2-00060	CUS00060	2014-12-31	IVC-42004-R2-00060	26990000	1290000
CTR-42004-R2-00098	CUS00098	2014-12-31	IVC-42004-R2-00098	3040000	150000
CTR-42004-R2-00254	CUS00254	2014-12-31	IVC-42004-R2-00254	3030000	150000
CTR-42004-R2-00275	CUS00275	2014-12-31	IVC-42004-R2-00275	3040000	150000
CTR-42004-R2-00302	CUS00302	2014-12-31	IVC-42004-R2-00302	7130000	340000
CTR-42004-R2-00552	CUS00552	2014-12-31	IVC-42004-R2-00552	3030000	150000
CTR-42004-R2-00843	CUS00843	2014-12-31	IVC-42004-R2-00843	3040000	150000
CTR-42004-R2-00955	CUS00955	2014-12-31	IVC-42004-R2-00955	2940000	140000
CTR-42004-R2-01066	CUS01066	2014-12-31	IVC-42004-R2-01066	3040000	150000
CTR-42004-R3-00042	CUS00042	2014-12-31	IVC-42004-R3-00042	13020000	620000
CTR-42004-R3-00063	CUS00063	2014-12-31	IVC-42004-R3-00063	3210000	160000
CTR-42004-R3-00136	CUS00136	2014-12-31	IVC-42004-R3-00136	4290000	210000
CTR-42004-R3-00154	CUS00154	2014-12-31	IVC-42004-R3-00154	8460000	410000
CTR-42004-R3-00482	CUS00482	2014-12-31	IVC-42004-R3-00482	4040000	200000
CTR-42004-R3-00592	CUS00592	2014-12-31	IVC-42004-R3-00592	8910000	430000
CTR-42004-R3-00617	CUS00617	2014-12-31	IVC-42004-R3-00617	4040000	200000
CTR-42004-R3-01073	CUS01073	2014-12-31	IVC-42004-R3-01073	11480000	550000
CTR-42004-R4-00780	CUS00780	2014-12-31	IVC-42004-R4-00780	5980000	290000
CTR-42004-R4-00950	CUS00950	2014-12-31	IVC-42004-R4-00950	6070000	290000
CTR-42004-R5-00636	CUS00636	2014-12-31	IVC-42004-R5-00636	3210000	160000
CTR-42004-R6-00442	CUS00442	2014-12-31	IVC-42004-R6-00442	6980000	340000
CTR-42035-A10-00010	CUS00010	2015-01-31	IVC-42035-A10-00010	870000	50000
CTR-42035-A10-00020	CUS00020	2015-01-31	IVC-42035-A10-00020	690000	40000
CTR-42035-A10-00186	CUS00186	2015-01-31	IVC-42035-A10-00186	360000	20000
CTR-42035-A10-00195	CUS00195	2015-01-31	IVC-42035-A10-00195	2050000	100000
CTR-42035-A10-00279	CUS00279	2015-01-31	IVC-42035-A10-00279	6570000	320000
CTR-42035-A10-00400	CUS00400	2015-01-31	IVC-42035-A10-00400	3150000	150000
CTR-42035-A10-00578	CUS00578	2015-01-31	IVC-42035-A10-00578	1170000	60000
CTR-42035-A1-00076	CUS00076	2015-01-31	IVC-42035-A1-00076	3180000	160000
CTR-42035-A10-00780	CUS00780	2015-01-31	IVC-42035-A10-00780	3570000	170000
CTR-42035-A10-00875	CUS00875	2015-01-31	IVC-42035-A10-00875	970000	50000
CTR-42035-A1-00091	CUS00091	2015-01-31	IVC-42035-A1-00091	840000	40000
CTR-42035-A10-01002	CUS01002	2015-01-31	IVC-42035-A10-01002	1650000	80000
CTR-42035-A1-00103	CUS00103	2015-01-31	IVC-42035-A1-00103	1170000	60000
CTR-42035-A10-01118	CUS01118	2015-01-31	IVC-42035-A10-01118	6660000	320000
CTR-42035-A10-01126	CUS01126	2015-01-31	IVC-42035-A10-01126	180000	10000
CTR-42035-A1-00118	CUS00118	2015-01-31	IVC-42035-A1-00118	2820000	140000
CTR-42035-A1-00143	CUS00143	2015-01-31	IVC-42035-A1-00143	1940000	100000
CTR-42035-A1-00148	CUS00148	2015-01-31	IVC-42035-A1-00148	1530000	80000
CTR-42035-A1-00154	CUS00154	2015-01-31	IVC-42035-A1-00154	1350000	70000
CTR-42035-A1-00186	CUS00186	2015-01-31	IVC-42035-A1-00186	690000	40000
CTR-42035-A1-00207	CUS00207	2015-01-31	IVC-42035-A1-00207	670000	40000
CTR-42035-A1-00245	CUS00245	2015-01-31	IVC-42035-A1-00245	690000	40000
CTR-42035-A1-00397	CUS00397	2015-01-31	IVC-42035-A1-00397	490000	30000
CTR-42035-A1-00439	CUS00439	2015-01-31	IVC-42035-A1-00439	870000	50000
CTR-42035-A1-00454	CUS00454	2015-01-31	IVC-42035-A1-00454	1830000	90000
CTR-42035-A1-00480	CUS00480	2015-01-31	IVC-42035-A1-00480	490000	30000
CTR-42035-A1-00490	CUS00490	2015-01-31	IVC-42035-A1-00490	1550000	80000
CTR-42035-A1-00512	CUS00512	2015-01-31	IVC-42035-A1-00512	1170000	60000
CTR-42035-A1-00513	CUS00513	2015-01-31	IVC-42035-A1-00513	490000	30000
CTR-42035-A1-00528	CUS00528	2015-01-31	IVC-42035-A1-00528	490000	30000
CTR-42035-A1-00531	CUS00531	2015-01-31	IVC-42035-A1-00531	1550000	80000
CTR-42035-A1-00563	CUS00563	2015-01-31	IVC-42035-A1-00563	870000	50000
CTR-42035-A1-00587	CUS00587	2015-01-31	IVC-42035-A1-00587	2770000	140000
CTR-42035-A1-00604	CUS00604	2015-01-31	IVC-42035-A1-00604	1630000	80000
CTR-42035-A1-00619	CUS00619	2015-01-31	IVC-42035-A1-00619	690000	40000
CTR-42035-A1-00626	CUS00626	2015-01-31	IVC-42035-A1-00626	1830000	90000
CTR-42035-A1-00647	CUS00647	2015-01-31	IVC-42035-A1-00647	2340000	120000
CTR-42035-A1-00739	CUS00739	2015-01-31	IVC-42035-A1-00739	690000	40000
CTR-42035-A1-00772	CUS00772	2015-01-31	IVC-42035-A1-00772	490000	30000
CTR-42035-A1-00784	CUS00784	2015-01-31	IVC-42035-A1-00784	180000	10000
CTR-42035-A1-00866	CUS00866	2015-01-31	IVC-42035-A1-00866	3960000	190000
CTR-42035-A1-00878	CUS00878	2015-01-31	IVC-42035-A1-00878	180000	10000
CTR-42035-A1-00908	CUS00908	2015-01-31	IVC-42035-A1-00908	2490000	120000
CTR-42035-A1-00911	CUS00911	2015-01-31	IVC-42035-A1-00911	180000	10000
CTR-42035-A1-00919	CUS00919	2015-01-31	IVC-42035-A1-00919	670000	40000
CTR-42035-A1-00927	CUS00927	2015-01-31	IVC-42035-A1-00927	1170000	60000
CTR-42035-A1-00951	CUS00951	2015-01-31	IVC-42035-A1-00951	690000	40000
CTR-42035-A1-01059	CUS01059	2015-01-31	IVC-42035-A1-01059	2140000	110000
CTR-42035-A1-01073	CUS01073	2015-01-31	IVC-42035-A1-01073	3090000	150000
CTR-42035-A1-01085	CUS01085	2015-01-31	IVC-42035-A1-01085	2800000	140000
CTR-42035-A1-01132	CUS01132	2015-01-31	IVC-42035-A1-01132	2140000	110000
CTR-42035-A11-00024	CUS00024	2015-01-31	IVC-42035-A11-00024	180000	10000
CTR-42035-A11-00578	CUS00578	2015-01-31	IVC-42035-A11-00578	180000	10000
CTR-42035-A11-00950	CUS00950	2015-01-31	IVC-42035-A11-00950	1350000	70000
CTR-42035-A11-00990	CUS00990	2015-01-31	IVC-42035-A11-00990	2340000	120000
CTR-42035-A12-00003	CUS00003	2015-01-31	IVC-42035-A12-00003	2370000	120000
CTR-42035-A12-00014	CUS00014	2015-01-31	IVC-42035-A12-00014	1850000	90000
CTR-42035-A12-00286	CUS00286	2015-01-31	IVC-42035-A12-00286	1530000	80000
CTR-42035-A12-00575	CUS00575	2015-01-31	IVC-42035-A12-00575	180000	10000
CTR-42035-A13-00346	CUS00346	2015-01-31	IVC-42035-A13-00346	2310000	110000
CTR-42035-A13-00815	CUS00815	2015-01-31	IVC-42035-A13-00815	1150000	60000
CTR-42035-A13-00990	CUS00990	2015-01-31	IVC-42035-A13-00990	1350000	70000
CTR-42035-A13-01151	CUS01151	2015-01-31	IVC-42035-A13-01151	1170000	60000
CTR-42035-A14-00422	CUS00422	2015-01-31	IVC-42035-A14-00422	1810000	90000
CTR-42035-A14-00427	CUS00427	2015-01-31	IVC-42035-A14-00427	180000	10000
CTR-42035-A15-00186	CUS00186	2015-01-31	IVC-42035-A15-00186	690000	40000
CTR-42035-A15-00537	CUS00537	2015-01-31	IVC-42035-A15-00537	2490000	120000
CTR-42035-A16-00186	CUS00186	2015-01-31	IVC-42035-A16-00186	840000	40000
CTR-42035-A16-00302	CUS00302	2015-01-31	IVC-42035-A16-00302	870000	50000
CTR-42035-A16-00410	CUS00410	2015-01-31	IVC-42035-A16-00410	180000	10000
CTR-42035-A17-00195	CUS00195	2015-01-31	IVC-42035-A17-00195	180000	10000
CTR-42035-A17-00578	CUS00578	2015-01-31	IVC-42035-A17-00578	180000	10000
CTR-42035-A17-00851	CUS00851	2015-01-31	IVC-42035-A17-00851	1830000	90000
CTR-42035-A19-00851	CUS00851	2015-01-31	IVC-42035-A19-00851	490000	30000
CTR-42035-A2-00006	CUS00006	2015-01-31	IVC-42035-A2-00006	970000	50000
CTR-42035-A2-00020	CUS00020	2015-01-31	IVC-42035-A2-00020	2540000	130000
CTR-42035-A2-00027	CUS00027	2015-01-31	IVC-42035-A2-00027	1550000	80000
CTR-42035-A2-00038	CUS00038	2015-01-31	IVC-42035-A2-00038	1990000	100000
CTR-42035-A2-00060	CUS00060	2015-01-31	IVC-42035-A2-00060	490000	30000
CTR-42035-A2-00169	CUS00169	2015-01-31	IVC-42035-A2-00169	670000	40000
CTR-42035-A2-00235	CUS00235	2015-01-31	IVC-42035-A2-00235	870000	50000
CTR-42035-A2-00281	CUS00281	2015-01-31	IVC-42035-A2-00281	1350000	70000
CTR-42035-A2-00302	CUS00302	2015-01-31	IVC-42035-A2-00302	970000	50000
CTR-42035-A2-00346	CUS00346	2015-01-31	IVC-42035-A2-00346	670000	40000
CTR-42035-A2-00357	CUS00357	2015-01-31	IVC-42035-A2-00357	1370000	70000
CTR-42035-A2-00358	CUS00358	2015-01-31	IVC-42035-A2-00358	2030000	100000
CTR-42035-A2-00499	CUS00499	2015-01-31	IVC-42035-A2-00499	180000	10000
CTR-42035-A2-00555	CUS00555	2015-01-31	IVC-42035-A2-00555	180000	10000
CTR-42035-A2-00613	CUS00613	2015-01-31	IVC-42035-A2-00613	490000	30000
CTR-42035-A2-00617	CUS00617	2015-01-31	IVC-42035-A2-00617	490000	30000
CTR-42035-A2-00657	CUS00657	2015-01-31	IVC-42035-A2-00657	180000	10000
CTR-42035-A2-00792	CUS00792	2015-01-31	IVC-42035-A2-00792	870000	50000
CTR-42035-A2-00815	CUS00815	2015-01-31	IVC-42035-A2-00815	1170000	60000
CTR-42035-A2-00842	CUS00842	2015-01-31	IVC-42035-A2-00842	970000	50000
CTR-42035-A2-00874	CUS00874	2015-01-31	IVC-42035-A2-00874	670000	40000
CTR-42035-A2-00877	CUS00877	2015-01-31	IVC-42035-A2-00877	1020000	50000
CTR-42035-A2-00878	CUS00878	2015-01-31	IVC-42035-A2-00878	3840000	190000
CTR-42035-A2-00883	CUS00883	2015-01-31	IVC-42035-A2-00883	180000	10000
CTR-42035-A2-00902	CUS00902	2015-01-31	IVC-42035-A2-00902	2290000	110000
CTR-42035-A2-00919	CUS00919	2015-01-31	IVC-42035-A2-00919	670000	40000
CTR-42035-A2-00946	CUS00946	2015-01-31	IVC-42035-A2-00946	2620000	130000
CTR-42035-A2-00962	CUS00962	2015-01-31	IVC-42035-A2-00962	1350000	70000
CTR-42035-A2-01000	CUS01000	2015-01-31	IVC-42035-A2-01000	3280000	160000
CTR-42035-A2-01062	CUS01062	2015-01-31	IVC-42035-A2-01062	2210000	110000
CTR-42035-A2-01101	CUS01101	2015-01-31	IVC-42035-A2-01101	2390000	120000
CTR-42035-A2-01108	CUS01108	2015-01-31	IVC-42035-A2-01108	490000	30000
CTR-42035-A2-01151	CUS01151	2015-01-31	IVC-42035-A2-01151	2140000	110000
CTR-42035-A3-00103	CUS00103	2015-01-31	IVC-42035-A3-00103	690000	40000
CTR-42035-A3-00130	CUS00130	2015-01-31	IVC-42035-A3-00130	1510000	80000
CTR-42035-A3-00169	CUS00169	2015-01-31	IVC-42035-A3-00169	1170000	60000
CTR-42035-A3-00390	CUS00390	2015-01-31	IVC-42035-A3-00390	2030000	100000
CTR-42035-A3-00424	CUS00424	2015-01-31	IVC-42035-A3-00424	2060000	100000
CTR-42035-A3-00452	CUS00452	2015-01-31	IVC-42035-A3-00452	3660000	180000
CTR-42035-A3-00515	CUS00515	2015-01-31	IVC-42035-A3-00515	180000	10000
CTR-42035-A3-00739	CUS00739	2015-01-31	IVC-42035-A3-00739	490000	30000
CTR-42035-A3-00792	CUS00792	2015-01-31	IVC-42035-A3-00792	4920000	240000
CTR-42035-A3-00797	CUS00797	2015-01-31	IVC-42035-A3-00797	180000	10000
CTR-42035-A3-00874	CUS00874	2015-01-31	IVC-42035-A3-00874	1710000	90000
CTR-42035-A3-00879	CUS00879	2015-01-31	IVC-42035-A3-00879	1710000	90000
CTR-42035-A3-00901	CUS00901	2015-01-31	IVC-42035-A3-00901	670000	40000
CTR-42035-A3-00919	CUS00919	2015-01-31	IVC-42035-A3-00919	2060000	100000
CTR-42035-A3-00946	CUS00946	2015-01-31	IVC-42035-A3-00946	490000	30000
CTR-42035-A3-00952	CUS00952	2015-01-31	IVC-42035-A3-00952	840000	40000
CTR-42035-A3-01002	CUS01002	2015-01-31	IVC-42035-A3-01002	1150000	60000
CTR-42035-A3-01067	CUS01067	2015-01-31	IVC-42035-A3-01067	490000	30000
CTR-42035-A4-00027	CUS00027	2015-01-31	IVC-42035-A4-00027	540000	30000
CTR-42035-A4-00038	CUS00038	2015-01-31	IVC-42035-A4-00038	670000	40000
CTR-42035-A4-00055	CUS00055	2015-01-31	IVC-42035-A4-00055	4260000	210000
CTR-42035-A4-00103	CUS00103	2015-01-31	IVC-42035-A4-00103	690000	40000
CTR-42035-A4-00173	CUS00173	2015-01-31	IVC-42035-A4-00173	180000	10000
CTR-42035-A4-00253	CUS00253	2015-01-31	IVC-42035-A4-00253	490000	30000
CTR-42035-A4-00311	CUS00311	2015-01-31	IVC-42035-A4-00311	180000	10000
CTR-42035-A4-00356	CUS00356	2015-01-31	IVC-42035-A4-00356	1020000	50000
CTR-42035-A4-00357	CUS00357	2015-01-31	IVC-42035-A4-00357	1850000	90000
CTR-42035-A4-00407	CUS00407	2015-01-31	IVC-42035-A4-00407	690000	40000
CTR-42035-A4-00439	CUS00439	2015-01-31	IVC-42035-A4-00439	1850000	90000
CTR-42035-A4-00547	CUS00547	2015-01-31	IVC-42035-A4-00547	2490000	120000
CTR-42035-A4-00549	CUS00549	2015-01-31	IVC-42035-A4-00549	1170000	60000
CTR-42035-A4-00627	CUS00627	2015-01-31	IVC-42035-A4-00627	1220000	60000
CTR-42035-A4-00729	CUS00729	2015-01-31	IVC-42035-A4-00729	2030000	100000
CTR-42035-A4-00772	CUS00772	2015-01-31	IVC-42035-A4-00772	490000	30000
CTR-42035-A4-00790	CUS00790	2015-01-31	IVC-42035-A4-00790	1170000	60000
CTR-42035-A4-00901	CUS00901	2015-01-31	IVC-42035-A4-00901	490000	30000
CTR-42035-A4-00902	CUS00902	2015-01-31	IVC-42035-A4-00902	490000	30000
CTR-42035-A4-00911	CUS00911	2015-01-31	IVC-42035-A4-00911	670000	40000
CTR-42035-A4-00920	CUS00920	2015-01-31	IVC-42035-A4-00920	180000	10000
CTR-42035-A4-00930	CUS00930	2015-01-31	IVC-42035-A4-00930	670000	40000
CTR-42035-A4-01039	CUS01039	2015-01-31	IVC-42035-A4-01039	4180000	200000
CTR-42035-A4-01042	CUS01042	2015-01-31	IVC-42035-A4-01042	2050000	100000
CTR-42035-A5-00017	CUS00017	2015-01-31	IVC-42035-A5-00017	690000	40000
CTR-42035-A5-00020	CUS00020	2015-01-31	IVC-42035-A5-00020	870000	50000
CTR-42035-A5-00054	CUS00054	2015-01-31	IVC-42035-A5-00054	690000	40000
CTR-42035-A5-00076	CUS00076	2015-01-31	IVC-42035-A5-00076	490000	30000
CTR-42035-A5-00130	CUS00130	2015-01-31	IVC-42035-A5-00130	2030000	100000
CTR-42035-A5-00148	CUS00148	2015-01-31	IVC-42035-A5-00148	670000	40000
CTR-42035-A5-00152	CUS00152	2015-01-31	IVC-42035-A5-00152	180000	10000
CTR-42035-A5-00215	CUS00215	2015-01-31	IVC-42035-A5-00215	1350000	70000
CTR-42035-A5-00304	CUS00304	2015-01-31	IVC-42035-A5-00304	870000	50000
CTR-42035-A5-00413	CUS00413	2015-01-31	IVC-42035-A5-00413	1150000	60000
CTR-42035-A5-00537	CUS00537	2015-01-31	IVC-42035-A5-00537	690000	40000
CTR-42035-A5-00585	CUS00585	2015-01-31	IVC-42035-A5-00585	1040000	50000
CTR-42035-A5-00611	CUS00611	2015-01-31	IVC-42035-A5-00611	2140000	110000
CTR-42035-A5-00617	CUS00617	2015-01-31	IVC-42035-A5-00617	1810000	90000
CTR-42035-A5-00647	CUS00647	2015-01-31	IVC-42035-A5-00647	1150000	60000
CTR-42035-A5-00770	CUS00770	2015-01-31	IVC-42035-A5-00770	840000	40000
CTR-42035-A5-00790	CUS00790	2015-01-31	IVC-42035-A5-00790	1450000	70000
CTR-42035-A5-00826	CUS00826	2015-01-31	IVC-42035-A5-00826	180000	10000
CTR-42035-A5-00875	CUS00875	2015-01-31	IVC-42035-A5-00875	490000	30000
CTR-42035-A5-00979	CUS00979	2015-01-31	IVC-42035-A5-00979	2010000	100000
CTR-42035-A5-01067	CUS01067	2015-01-31	IVC-42035-A5-01067	690000	40000
CTR-42035-A5-01080	CUS01080	2015-01-31	IVC-42035-A5-01080	490000	30000
CTR-42035-A5-01091	CUS01091	2015-01-31	IVC-42035-A5-01091	1150000	60000
CTR-42035-A5-01108	CUS01108	2015-01-31	IVC-42035-A5-01108	690000	40000
CTR-42035-A5-01109	CUS01109	2015-01-31	IVC-42035-A5-01109	1830000	90000
CTR-42035-A5-01126	CUS01126	2015-01-31	IVC-42035-A5-01126	490000	30000
CTR-42035-A6-00010	CUS00010	2015-01-31	IVC-42035-A6-00010	690000	40000
CTR-42035-A6-00060	CUS00060	2015-01-31	IVC-42035-A6-00060	1350000	70000
CTR-42035-A6-00327	CUS00327	2015-01-31	IVC-42035-A6-00327	2510000	120000
CTR-42035-A6-00376	CUS00376	2015-01-31	IVC-42035-A6-00376	670000	40000
CTR-42035-A6-00384	CUS00384	2015-01-31	IVC-42035-A6-00384	1830000	90000
CTR-42035-A6-00417	CUS00417	2015-01-31	IVC-42035-A6-00417	3000000	150000
CTR-42035-A6-00481	CUS00481	2015-01-31	IVC-42035-A6-00481	1650000	80000
CTR-42035-A6-00547	CUS00547	2015-01-31	IVC-42035-A6-00547	490000	30000
CTR-42035-A6-00562	CUS00562	2015-01-31	IVC-42035-A6-00562	540000	30000
CTR-42035-A6-00648	CUS00648	2015-01-31	IVC-42035-A6-00648	1350000	70000
CTR-42035-A6-00669	CUS00669	2015-01-31	IVC-42035-A6-00669	1350000	70000
CTR-42035-A6-00900	CUS00900	2015-01-31	IVC-42035-A6-00900	690000	40000
CTR-42035-A6-01015	CUS01015	2015-01-31	IVC-42035-A6-01015	2730000	130000
CTR-42035-A7-00014	CUS00014	2015-01-31	IVC-42035-A7-00014	1630000	80000
CTR-42035-A7-00069	CUS00069	2015-01-31	IVC-42035-A7-00069	2710000	130000
CTR-42035-A7-00136	CUS00136	2015-01-31	IVC-42035-A7-00136	670000	40000
CTR-42035-A7-00245	CUS00245	2015-01-31	IVC-42035-A7-00245	180000	10000
CTR-42035-A7-00327	CUS00327	2015-01-31	IVC-42035-A7-00327	670000	40000
CTR-42035-A7-00357	CUS00357	2015-01-31	IVC-42035-A7-00357	5000000	240000
CTR-42035-A7-00397	CUS00397	2015-01-31	IVC-42035-A7-00397	690000	40000
CTR-42035-A7-00481	CUS00481	2015-01-31	IVC-42035-A7-00481	490000	30000
CTR-42035-A7-00630	CUS00630	2015-01-31	IVC-42035-A7-00630	2540000	130000
CTR-42035-A7-00700	CUS00700	2015-01-31	IVC-42035-A7-00700	3530000	170000
CTR-42035-A7-00770	CUS00770	2015-01-31	IVC-42035-A7-00770	490000	30000
CTR-42035-A7-00774	CUS00774	2015-01-31	IVC-42035-A7-00774	1170000	60000
CTR-42035-A7-00810	CUS00810	2015-01-31	IVC-42035-A7-00810	870000	50000
CTR-42035-A7-00863	CUS00863	2015-01-31	IVC-42035-A7-00863	2800000	140000
CTR-42035-A7-00908	CUS00908	2015-01-31	IVC-42035-A7-00908	1830000	90000
CTR-42035-A7-00950	CUS00950	2015-01-31	IVC-42035-A7-00950	2570000	130000
CTR-42035-A7-00979	CUS00979	2015-01-31	IVC-42035-A7-00979	3880000	190000
CTR-42035-A7-00990	CUS00990	2015-01-31	IVC-42035-A7-00990	1350000	70000
CTR-42035-A7-01059	CUS01059	2015-01-31	IVC-42035-A7-01059	490000	30000
CTR-42035-A7-01132	CUS01132	2015-01-31	IVC-42035-A7-01132	490000	30000
CTR-42035-A8-00006	CUS00006	2015-01-31	IVC-42035-A8-00006	5640000	270000
CTR-42035-A8-00108	CUS00108	2015-01-31	IVC-42035-A8-00108	180000	10000
CTR-42035-A8-00302	CUS00302	2015-01-31	IVC-42035-A8-00302	3980000	190000
CTR-42035-A8-00774	CUS00774	2015-01-31	IVC-42035-A8-00774	2540000	130000
